tipo,threads,tempo_seq,tempo_conc,aceleracao,eficiencia
total,0,411.746411006,174.062145710,2.365513819,0
facil,0,411.746411006,174.062145710,2.365513819,0
medio,0,0.000000000,0.000000000,-nan,0
dificil,0,0.000000000,0.000000000,-nan,0
threads,1,0.000211000,0.000249147,0.846889952,84.688995215
threads,3,8.304610968,1.979747057,4.194783843,139.826128098
threads,6,1226.934411049,520.206440926,2.358552902,39.309215039
