tipo,threads,tempo_seq,tempo_conc,aceleracao,eficiencia
total,0,0.010822829,0.007446037,1.453501953,0
facil,0,0.005619638,0.004318486,1.301298153,0
medio,0,0.009171738,0.006638507,1.381596541,0
dificil,0,0.017626383,0.011352832,1.552597973,0
threads,1,0.006077054,0.005617248,1.081856065,108.185606543
threads,2,0.014775063,0.008938076,1.653047248,82.652362382
threads,3,0.053587317,0.036424279,1.471197746,49.039924857
