tipo,threads,tempo_seq,tempo_conc,aceleracao,eficiencia
total,0,0.010822829,0.007301557,1.482263144,0
facil,0,0.005619638,0.004178518,1.344887993,0
medio,0,0.009171738,0.006484834,1.414336640,0
dificil,0,0.017626383,0.011212951,1.571966434,0
threads,1,0.006077054,0.005493649,1.106196345,110.619634526
threads,2,0.014775063,0.008768366,1.685041686,84.252084277
threads,3,0.053587317,0.039257765,1.365011934,45.500397792
